iter	Logloss
0	0.5236195169
1	0.4705473463
2	0.4500801176
3	0.4426986899
4	0.4403693899
5	0.4392740642
6	0.4385629413
7	0.4381394299
8	0.4377858677
9	0.4374214721
10	0.4372832241
11	0.4370414235
12	0.4368872292
13	0.4368871721
14	0.4367291214
15	0.4365649978
16	0.4364483998
17	0.4364408782
18	0.4364334045
19	0.4364319352
