iter	Logloss
416	0.4887060961
417	0.488562461
418	0.4883908538
419	0.4881263887
420	0.4879674004
421	0.4878349227
422	0.4876405707
423	0.487573039
424	0.4873746101
425	0.4871490098
426	0.4869114092
427	0.4867415343
428	0.4865426872
429	0.4864330114
430	0.4862803301
431	0.4861796027
432	0.4860824617
433	0.4859724736
434	0.4856569814
435	0.4855905996
436	0.4854401334
437	0.4853446676
438	0.4851924309
439	0.4850377241
440	0.4848767672
441	0.4846688842
442	0.4844701952
443	0.4841827235
444	0.4840522327
445	0.4839527936
446	0.4838888794
447	0.4836444249
448	0.483444206
449	0.4831770184
450	0.4831577567
451	0.4830801084
452	0.4829439695
453	0.4827770691
454	0.4826694159
455	0.4823870134
456	0.4823323166
457	0.4821484446
458	0.4820478898
459	0.4819115846
460	0.4816918125
461	0.4815282677
462	0.4812344704
463	0.4811373105
464	0.4809558605
465	0.4808480179
466	0.4807685982
467	0.4806237173
468	0.4804631892
469	0.4803602552
470	0.480314634
471	0.4801566124
472	0.4799946482
473	0.4798851074
474	0.4797713045
475	0.4795834569
476	0.4793826622
477	0.4791433576
478	0.4789302356
479	0.478794022
480	0.4787430438
481	0.4785548407
482	0.4784787454
483	0.4784101964
484	0.4783337953
485	0.4782120222
486	0.4780729314
487	0.4779266108
488	0.4776736802
489	0.4775733248
490	0.4775412869
491	0.4774351642
492	0.4773686129
493	0.4772190276
494	0.4771154813
495	0.4769790028
496	0.4769156294
497	0.4768215457
498	0.4767244907
499	0.4766081348
500	0.4765342149
501	0.4764285486
502	0.4762771257
503	0.4760534294
504	0.4759826398
505	0.4758115486
506	0.4756254039
507	0.4755706164
508	0.4754716373
509	0.475436246
510	0.475374213
511	0.475264845
512	0.4751465488
513	0.4750194939
514	0.4747683698
515	0.4746379195
516	0.4745175647
517	0.4743034256
518	0.4741629363
519	0.4739856449
520	0.4739560171
521	0.4738232268
522	0.4737476589
523	0.4735421684
524	0.4733927923
525	0.4731225774
526	0.4729271561
527	0.472818363
528	0.4725878578
529	0.472419894
530	0.4723050283
531	0.4721801645
532	0.4718475865
533	0.4716243816
534	0.471418144
535	0.4712528992
536	0.4710680573
537	0.4708910945
538	0.4706979478
539	0.4705314262
540	0.4704658921
541	0.4703476552
542	0.4702086307
543	0.4700671114
544	0.4699900287
545	0.4698733729
546	0.4696926957
547	0.4696224217
548	0.4695179755
549	0.4694056897
550	0.4692882479
551	0.4691271427
552	0.4689456331
553	0.4686993308
554	0.468479383
555	0.4683177951
556	0.4681898024
557	0.4680260354
558	0.4678429394
559	0.4677400671
560	0.4676195586
561	0.4674859286
562	0.4672997832
563	0.4670995318
564	0.4668704661
565	0.4667616061
566	0.4666410058
567	0.4664183898
568	0.4663340021
569	0.4662994284
570	0.4662250425
571	0.4659744719
572	0.4659264055
573	0.4658138751
574	0.4656882696
575	0.4655475292
576	0.4654399348
577	0.4652972218
578	0.4652232836
579	0.4650460366
580	0.4649420643
581	0.4648805197
582	0.464770266
583	0.4647444232
584	0.4645756248
585	0.46441944
586	0.4643992397
587	0.4642473054
588	0.4640901713
589	0.4639605731
590	0.46391483
591	0.4637786177
592	0.4636818114
593	0.4635420249
594	0.4634167497
595	0.4633602129
596	0.463244469
597	0.4631068817
598	0.4629692655
599	0.4629154619
600	0.4628197305
601	0.4627608418
602	0.4626282748
603	0.4625472416
604	0.4623774607
605	0.4623474414
606	0.4623050879
607	0.4622189944
608	0.4621484006
609	0.4620765936
610	0.4619252697
611	0.4617308075
612	0.4616776896
613	0.4615201504
614	0.4614749832
615	0.4613951783
616	0.4613628413
617	0.461282398
618	0.4611412776
619	0.4610731087
620	0.4609939133
621	0.4607562379
622	0.4606500409
623	0.4605981717
624	0.4604293841
625	0.4602283688
626	0.4602028948
627	0.460106434
628	0.4600178546
629	0.4598701735
630	0.4597761833
631	0.459658806
632	0.459551514
633	0.45948053
634	0.4593478981
635	0.4592530555
636	0.4591182675
637	0.4589960311
638	0.4588790565
639	0.4587113439
640	0.45854581
641	0.4585073967
642	0.4584440463
643	0.4584035822
644	0.4583347467
645	0.4582322033
646	0.4580798955
647	0.4579882876
648	0.4578778913
649	0.4577974338
650	0.457717466
651	0.457605077
652	0.4574072508
653	0.4572742154
654	0.4571871133
655	0.4570634795
656	0.4569598369
657	0.4567978954
658	0.4567492389
659	0.4566588602
660	0.4566325571
661	0.4565850176
662	0.456508553
663	0.456441319
664	0.4564155016
665	0.4563813732
666	0.4562431023
667	0.4561733751
668	0.4560839566
669	0.4558078494
670	0.4557414621
671	0.4556455183
672	0.4555496467
673	0.4554781254
674	0.4553758396
675	0.4552514825
676	0.4551385428
677	0.4550969692
678	0.4550564533
679	0.4549691144
680	0.4548672537
681	0.4547950765
682	0.4547099618
683	0.4546181145
684	0.4545115633
685	0.4544613289
686	0.454394622
687	0.4543226412
688	0.4541939849
689	0.4540739926
690	0.4540213156
691	0.4539798654
692	0.4539106773
693	0.4538057093
694	0.4536813454
695	0.4536138137
696	0.453523342
697	0.453430412
698	0.4533669451
699	0.4532735401
700	0.4530411881
701	0.45289778
702	0.4527276913
703	0.4526548403
704	0.452535969
705	0.4523620419
706	0.4522879789
707	0.4522317828
708	0.4521319021
709	0.4520308339
710	0.4519151222
711	0.4518768901
712	0.4517443235
713	0.4517079972
714	0.4515521376
715	0.4514592739
716	0.4512764844
717	0.4512189728
718	0.4510216038
719	0.4509908375
720	0.4507895096
721	0.4507334569
722	0.4506677716
723	0.4505942913
724	0.4505197131
725	0.4504361404
726	0.4503757176
727	0.4502665326
728	0.450223278
729	0.4501316514
730	0.4500181988
731	0.4498395477
732	0.4497367231
733	0.4495410236
734	0.4494367274
735	0.4493999652
736	0.4492735936
737	0.4491439503
738	0.4490673716
739	0.4489770288
740	0.4489269849
741	0.4487700487
742	0.4487002363
743	0.4486123892
744	0.4484790828
745	0.4483961713
746	0.4481477457
747	0.4480255131
748	0.4478250811
749	0.4477681933
750	0.4477243121
751	0.4476894157
752	0.4476228715
753	0.4474997823
754	0.4474093441
755	0.447338521
756	0.4472210823
757	0.4470699431
758	0.4469711516
759	0.4468846057
760	0.4468362096
761	0.4467140806
762	0.4466335637
763	0.4465086136
764	0.4464068955
765	0.4463212449
766	0.4461720844
767	0.446076789
768	0.4460367974
769	0.4458710494
770	0.4458240396
771	0.4458077547
772	0.4457391742
773	0.4455810331
774	0.4455053345
775	0.4452651793
776	0.4452341835
777	0.445165338
778	0.4451343983
779	0.4450508262
780	0.4449612254
781	0.4448227377
782	0.4447572523
783	0.444667676
784	0.444523128
785	0.4443526759
786	0.444277062
787	0.4441762439
788	0.4441081835
789	0.4440084089
790	0.4439244108
791	0.4438254882
792	0.4435277027
793	0.443481801
794	0.4433247828
795	0.4432845878
796	0.4431050192
797	0.4430671328
798	0.4429382727
799	0.4428814154
800	0.4427821571
801	0.4426777375
802	0.4425411094
803	0.4424721109
804	0.4423367491
805	0.4422311552
806	0.4421428194
807	0.441986477
808	0.4418291192
809	0.44176358
810	0.441684895
811	0.4416102739
812	0.4415296207
813	0.4413761049
814	0.4412710509
815	0.4410786616
816	0.4410040068
817	0.4409562048
818	0.4409077974
819	0.4407994714
820	0.4406542721
821	0.4405028737
822	0.4404353493
823	0.440388866
824	0.4403611664
825	0.4402709161
826	0.4400765884
827	0.4400370429
828	0.4399170141
829	0.4397716817
830	0.4395646958
831	0.4394796426
832	0.439438319
833	0.4393962947
834	0.4393412612
835	0.4392542488
836	0.4391618548
837	0.4391167061
838	0.4389319722
839	0.438853316
840	0.4387450917
841	0.4386738137
842	0.4384809548
843	0.4383447391
844	0.4382574673
845	0.4381222851
846	0.4380767827
847	0.4380346883
848	0.437962317
849	0.4378244678
850	0.4377554427
851	0.4376462304
852	0.4375599422
853	0.4375006592
854	0.4374425992
855	0.4373562105
856	0.4373001231
857	0.4372273013
858	0.4370996728
859	0.4370405203
860	0.436859367
861	0.4367385164
862	0.4366707602
863	0.4365954715
864	0.43656447
865	0.4365326308
866	0.4364067073
867	0.436334731
868	0.4361354555
869	0.4360128182
870	0.4359206781
871	0.4358585788
872	0.4357866143
873	0.4357329127
874	0.4354949136
875	0.4353838998
876	0.4352808871
877	0.4351712734
878	0.4350155781
879	0.4349137299
880	0.4348479527
881	0.4347333959
882	0.4346220191
883	0.4345493957
884	0.4344625911
885	0.4343163324
886	0.4342666379
887	0.4340922611
888	0.4340206328
889	0.4339188667
890	0.4338463727
891	0.4338044297
892	0.4337242826
893	0.4336657017
894	0.4336209373
895	0.4334537976
896	0.4334016397
897	0.4332162199
898	0.4330554492
899	0.4328711592
900	0.4328544393
901	0.4328065351
902	0.4327466357
903	0.4326126747
904	0.4324211014
905	0.4323137016
906	0.4321423127
907	0.4320317827
908	0.4319449934
909	0.4318496723
910	0.4318059048
911	0.4316998168
912	0.4316020293
913	0.4314741844
914	0.4314155359
915	0.4313849196
916	0.4312026955
917	0.4311144594
918	0.4310776987
919	0.4308965647
920	0.4308466498
921	0.4307547381
922	0.43068011
923	0.4305814476
924	0.4304664139
925	0.4304046094
926	0.4303338773
927	0.4302332671
928	0.4300563148
929	0.4299750389
930	0.4299083118
931	0.4298206912
932	0.4296937723
933	0.4296628808
934	0.4295346193
935	0.4293698034
936	0.429297447
937	0.4291790148
938	0.4291191972
939	0.4289186374
940	0.4288370033
941	0.4287369968
942	0.4287289443
943	0.4287092715
944	0.4286131288
945	0.4284493706
946	0.4283800768
947	0.4282425424
948	0.428174344
949	0.4281050696
950	0.4280080892
951	0.4279675531
952	0.4279226711
953	0.4277425983
954	0.4276581776
955	0.4275373095
956	0.4274662408
957	0.4274081131
958	0.4272794792
959	0.4271705624
960	0.4270152471
961	0.4269300396
962	0.426862802
963	0.4267910416
964	0.4267616266
965	0.4266533342
966	0.426512266
967	0.4264470117
968	0.4262896763
969	0.426235602
970	0.4261659167
971	0.4260856847
972	0.4259873896
973	0.4259025484
974	0.4257476418
975	0.4256700033
976	0.4255800111
977	0.4254534718
978	0.425347765
979	0.4252769218
980	0.4251622165
981	0.4250776507
982	0.4250177181
983	0.4249127924
984	0.4248093538
985	0.4247519737
986	0.4246722093
987	0.4245814701
988	0.4244939817
989	0.4244465818
990	0.4242905406
991	0.424250857
992	0.424182679
993	0.4241113647
994	0.4240910708
995	0.4239803154
996	0.423945405
997	0.4239073688
998	0.4238016857
999	0.4237765699
